,Organism,plasmidAccId,plasmidLength,chromosomeAccId,chromosomeLength,plasmidGC,plasmidGC,chromosmeGC
3964,Klebsiella variicola (enterobacteria),NZ_CP023985.1,72224,NZ_CP018307.1,5641443,52.49,52.49,57.35
3965,Klebsiella variicola (enterobacteria),NZ_CP023986.1,1431,NZ_CP018307.1,5641443,51.92,51.92,57.35
3966,Escherichia coli (E. coli),NZ_CP027350.1,97117,NZ_CP027351.1,5442537,46.84,46.84,50.69
3967,Escherichia coli (E. coli),NZ_CP018207.1,113140,NZ_CP018206.1,5041399,52.14,52.14,50.59
3968,Escherichia coli (E. coli),NZ_CP018208.1,4074,NZ_CP018206.1,5041399,49.88,49.88,50.59
3969,Vibrio casei (g-proteobacteria),NZ_AP018684.1,7520,NZ_AP018680.1,2756634,37.58,37.58,40.77
3970,Vibrio casei (g-proteobacteria),NZ_AP018682.1,160294,NZ_AP018680.1,2756634,42.07,42.07,40.77
3971,Vibrio casei (g-proteobacteria),NZ_AP018683.1,16253,NZ_AP018680.1,2756634,43.05,43.05,40.77
3972,Klebsiella pneumoniae (enterobacteria),NZ_CP028954.1,214704,NZ_CP028953.1,5225737,51.61,51.61,57.61
3973,Klebsiella pneumoniae (enterobacteria),NZ_CP028955.1,134346,NZ_CP028953.1,5225737,52.89,52.89,57.61
3974,Novosphingobium sp. THN1 (a-proteobacteria),NZ_CP028348.1,1161559,NZ_CP028347.1,3487514,63.19,63.19,63.6
3975,Clostridium acetobutylicum EA 2018 (firmicutes),NC_017296.1,191996,NC_017295.1,3940230,30.91,30.91,30.93
3976,Methylibium petroleiphilum PM1 (b-proteobacteria),NC_008826.1,599444,NC_008825.1,4044195,65.98,65.98,69.2
3977,Salmonella enterica subsp. enterica serovar Heidelberg (enterobacteria),NZ_CP016515.1,37697,NZ_CP016514.1,4751447,41.18,41.18,52.19
3978,Salmonella enterica subsp. enterica serovar Heidelberg (enterobacteria),NZ_CP016516.1,98998,NZ_CP016514.1,4751447,49.9,49.9,52.19
3979,Salmonella enterica subsp. enterica serovar Typhimurium (enterobacteria),NZ_CP007582.1,91739,NZ_CP007581.1,4933618,53.03,53.03,52.11
3980,Lactococcus lactis subsp. cremoris (firmicutes),NZ_CP031539.1,50160,NZ_CP031538.1,2378982,35.64,35.64,35.82
3981,Lactococcus lactis subsp. cremoris (firmicutes),NZ_CP031540.1,60216,NZ_CP031538.1,2378982,33.38,33.38,35.82
3982,Lactococcus lactis subsp. cremoris (firmicutes),NZ_CP031541.1,26709,NZ_CP031538.1,2378982,37.63,37.63,35.82
3983,Lactococcus lactis subsp. cremoris (firmicutes),NZ_CP031542.1,2232,NZ_CP031538.1,2378982,33.56,33.56,35.82
3984,Lactococcus lactis subsp. cremoris (firmicutes),NZ_CP031543.1,18170,NZ_CP031538.1,2378982,33.77,33.77,35.82
3985,Lactococcus lactis subsp. cremoris (firmicutes),NZ_CP031544.1,4199,NZ_CP031538.1,2378982,31.6,31.6,35.82
3986,Salmonella enterica subsp. enterica serovar Typhi (enterobacteria),NZ_CP029935.1,216699,NZ_CP029936.1,4783243,47.67,47.67,52.05
3987,Rouxiella sp. ERMR1:05 (enterobacteria),NZ_CP019063.1,549463,NZ_CP019062.1,4643505,52.39,52.39,52.95
3988,Rouxiella sp. ERMR1:05 (enterobacteria),NZ_CP019064.1,229977,NZ_CP019062.1,4643505,48.82,48.82,52.95
3989,Rouxiella sp. ERMR1:05 (enterobacteria),NZ_CP019065.1,107727,NZ_CP019062.1,4643505,51.45,51.45,52.95
3990,Escherichia coli (E. coli),NZ_CP014496.1,114223,NZ_CP014495.1,5061821,51.02,51.02,50.64
3991,Enterobacter cloacae (enterobacteria),NZ_CP032292.1,105998,NZ_CP032291.1,5029558,52.3,52.3,55.64
3992,Enterobacter cloacae (enterobacteria),NZ_CP032293.1,52591,NZ_CP032291.1,5029558,47.03,47.03,55.64
3993,Enterobacter cloacae (enterobacteria),NZ_CP032294.1,119757,NZ_CP032291.1,5029558,53.13,53.13,55.64
3994,Lactobacillus plantarum (firmicutes),NZ_CP021998.2,13713,NZ_CP021997.1,3186859,42.63,42.63,44.65
3995,Methylobacterium sp. AMS5 (a-proteobacteria),NZ_CP006993.1,117697,NZ_CP006992.1,5435450,65.29,65.29,68.5
3996,Methylobacterium sp. AMS5 (a-proteobacteria),NZ_CP006994.1,25608,NZ_CP006992.1,5435450,65.3,65.3,68.5
3997,Methylobacterium sp. AMS5 (a-proteobacteria),NZ_CP006995.1,20451,NZ_CP006992.1,5435450,66.33,66.33,68.5
3998,Klebsiella oxytoca (enterobacteria),NZ_AP014952.1,209081,NZ_AP014951.1,5944658,52.68,52.68,55.69
3999,Klebsiella oxytoca (enterobacteria),NZ_AP014953.1,104259,NZ_AP014951.1,5944658,50.04,50.04,55.69
4000,Klebsiella oxytoca (enterobacteria),NZ_AP014954.1,81481,NZ_AP014951.1,5944658,52.6,52.6,55.69
4001,Klebsiella oxytoca (enterobacteria),NZ_AP014955.1,3897,NZ_AP014951.1,5944658,42.21,42.21,55.69
4002,Pseudomonas sp. DY-1 (g-proteobacteria),NZ_CP032615.1,26350,NZ_CP032616.1,5886398,56.8,56.8,62.96
4003,Ralstonia solanacearum (b-proteobacteria),NZ_CP021449.1,2066085,NZ_CP021448.1,3930849,66.96,66.96,66.78
4004,Bacillus thuringiensis HD-789 (firmicutes),NC_018516.1,349599,NC_018508.1,5495278,33.35,33.35,35.26
4005,Bacillus thuringiensis HD-789 (firmicutes),NC_018509.1,235425,NC_018508.1,5495278,36.59,36.59,35.26
4006,Bacillus thuringiensis HD-789 (firmicutes),NC_018510.1,224872,NC_018508.1,5495278,33.05,33.05,35.26
4007,Bacillus thuringiensis HD-789 (firmicutes),NC_018517.1,14935,NC_018508.1,5495278,39.74,39.74,35.26
4008,Bacillus thuringiensis HD-789 (firmicutes),NC_018511.1,7697,NC_018508.1,5495278,35.26,35.26,35.26
4009,Bacillus thuringiensis HD-789 (firmicutes),NC_018512.1,6824,NC_018508.1,5495278,35.99,35.99,35.26
4010,Salinibacter ruber (CFB group bacteria),NZ_CP030363.1,118728,NZ_CP030361.1,3766556,59.98,59.98,65.91
4011,Salinibacter ruber (CFB group bacteria),NZ_CP030362.1,16410,NZ_CP030361.1,3766556,59.22,59.22,65.91
4012,Staphylococcus aureus (firmicutes),NZ_CP026969.1,9124,NZ_CP026968.1,2840018,28.55,28.55,32.92
4013,Staphylococcus aureus (firmicutes),NZ_CP026970.1,1219,NZ_CP026968.1,2840018,31.34,31.34,32.92
4014,Staphylococcus aureus (firmicutes),NZ_CP026971.1,1641,NZ_CP026968.1,2840018,28.09,28.09,32.92
4015,Staphylococcus aureus (firmicutes),NZ_CP026972.1,3466,NZ_CP026968.1,2840018,29.11,29.11,32.92
4016,Paracoccus yeei (a-proteobacteria),NZ_CP031079.1,482273,NZ_CP031078.1,3421679,67.98,67.98,67.58
4017,Paracoccus yeei (a-proteobacteria),NZ_CP031080.1,296393,NZ_CP031078.1,3421679,68.34,68.34,67.58
4018,Paracoccus yeei (a-proteobacteria),NZ_CP031081.1,201841,NZ_CP031078.1,3421679,64.65,64.65,67.58
4019,Paracoccus yeei (a-proteobacteria),NZ_CP031082.1,156389,NZ_CP031078.1,3421679,68.06,68.06,67.58
4020,Paracoccus yeei (a-proteobacteria),NZ_CP031083.1,74143,NZ_CP031078.1,3421679,61.24,61.24,67.58
4021,Paracoccus yeei (a-proteobacteria),NZ_CP031084.1,18339,NZ_CP031078.1,3421679,61.44,61.44,67.58
4022,Paracoccus yeei (a-proteobacteria),NZ_CP031085.1,9652,NZ_CP031078.1,3421679,55.79,55.79,67.58
4023,Paracoccus yeei (a-proteobacteria),NZ_CP031086.1,8143,NZ_CP031078.1,3421679,64.58,64.58,67.58
4024,Escherichia coli (E. coli),NZ_CP029103.1,89643,NZ_CP029108.1,4688906,47.5,47.5,50.67
4025,Escherichia coli (E. coli),NZ_CP029104.1,76919,NZ_CP029108.1,4688906,53.19,53.19,50.67
4026,Escherichia coli (E. coli),NZ_CP029105.1,2101,NZ_CP029108.1,4688906,47.17,47.17,50.67
4027,Escherichia coli (E. coli),NZ_CP029106.1,1546,NZ_CP029108.1,4688906,51.42,51.42,50.67
4028,Escherichia coli (E. coli),NZ_CP029107.1,93435,NZ_CP029108.1,4688906,52.14,52.14,50.67
4029,Klebsiella pneumoniae (enterobacteria),NZ_CP024040.1,122082,NZ_CP024038.1,5319773,52.29,52.29,57.49
4030,Klebsiella pneumoniae (enterobacteria),NZ_CP024041.1,33858,NZ_CP024038.1,5319773,41.56,41.56,57.49
4031,Klebsiella pneumoniae (enterobacteria),NZ_CP024039.1,125285,NZ_CP024038.1,5319773,50.27,50.27,57.49
4032,Klebsiella pneumoniae (enterobacteria),NZ_CP024042.1,6141,NZ_CP024038.1,5319773,52.21,52.21,57.49
4033,Klebsiella pneumoniae (enterobacteria),NZ_CP024044.1,4660,NZ_CP024038.1,5319773,43.8,43.8,57.49
4034,Klebsiella pneumoniae (enterobacteria),NZ_CP024043.1,5251,NZ_CP024038.1,5319773,49.25,49.25,57.49
4035,Salmonella enterica subsp. enterica serovar Dublin (enterobacteria),NZ_CP032447.1,74560,NZ_CP032446.1,4844133,48.65,48.65,52.18
4036,Salmonella enterica subsp. enterica serovar Dublin (enterobacteria),NZ_CP032448.1,77171,NZ_CP032446.1,4844133,53.42,53.42,52.18
4037,Leuconostoc gelidum subsp. gasicomitatum KG16-1 (firmicutes),NZ_LN890332.1,35714,NZ_LN890331.1,1965841,37.25,37.25,36.9
4038,Leuconostoc gelidum subsp. gasicomitatum KG16-1 (firmicutes),NZ_LN890333.1,29494,NZ_LN890331.1,1965841,31.94,31.94,36.9
4039,Leuconostoc gelidum subsp. gasicomitatum KG16-1 (firmicutes),NZ_LN890334.1,19683,NZ_LN890331.1,1965841,38.66,38.66,36.9
4040,Aeromonas salmonicida subsp. masoucida (g-proteobacteria),NZ_CP017144.1,70968,NZ_CP017143.1,4783004,52.87,52.87,58.44
4041,Aeromonas salmonicida subsp. masoucida (g-proteobacteria),NZ_CP017145.1,63563,NZ_CP017143.1,4783004,54.84,54.84,58.44
4042,Streptobacillus moniliformis (fusobacteria),NZ_CP027399.1,10701,NZ_CP027400.1,1675227,20.87,20.87,26.29
4043,Salmonella enterica subsp. enterica (enterobacteria),NZ_CP029993.1,4593,NZ_CP029992.1,4807680,50.45,50.45,52.04
4044,Salmonella enterica subsp. enterica (enterobacteria),NZ_CP029994.1,3904,NZ_CP029992.1,4807680,51.08,51.08,52.04
4045,Pediococcus acidilactici (firmicutes),NZ_CP018764.1,13522,NZ_CP018763.1,2096059,35.69,35.69,42.22
4046,Pediococcus acidilactici (firmicutes),NZ_CP018765.1,61042,NZ_CP018763.1,2096059,41.09,41.09,42.22
4047,Xanthomonas citri subsp. citri (g-proteobacteria),NZ_CP008999.1,33703,NZ_CP009001.1,5123512,61.87,61.87,64.84
4048,Xanthomonas citri subsp. citri (g-proteobacteria),NZ_CP009000.1,63721,NZ_CP009001.1,5123512,61.34,61.34,64.84
4049,Salmonella enterica subsp. enterica serovar Anatum (enterobacteria),NZ_CP013224.1,112176,NZ_CP013226.1,4830607,52.25,52.25,52.23
4050,Salmonella enterica subsp. enterica serovar Anatum (enterobacteria),NZ_CP013225.1,3371,NZ_CP013226.1,4830607,55.12,55.12,52.23
4051,Klebsiella variicola (enterobacteria),NZ_CP009275.1,162706,NZ_CP009274.2,5501013,50.66,50.66,57.33
4052,Klebsiella variicola (enterobacteria),NZ_CP009276.1,54715,NZ_CP009274.2,5501013,53.11,53.11,57.33
4053,Staphylococcus aureus (firmicutes),NZ_CP022911.1,23160,NZ_CP022910.1,2807646,27.33,27.33,32.85
4054,Legionella longbeachae NSW150 (g-proteobacteria),NC_014544.1,71826,NC_013861.1,4077332,38.19,38.19,37.11
4055,Cnuibacter physcomitrellae (high GC Gram+),NZ_CP020716.1,214750,NZ_CP020715.1,4061502,66.77,66.77,71.08
4056,Cnuibacter physcomitrellae (high GC Gram+),NZ_CP020717.1,75397,NZ_CP020715.1,4061502,66.26,66.26,71.08
4057,Pseudomonas aeruginosa (g-proteobacteria),NZ_CP029708.1,4440,NZ_CP029707.1,7038012,30.07,30.07,65.91
4058,Salmonella enterica subsp. enterica serovar Manhattan (enterobacteria),NZ_CP022498.1,31173,NZ_CP022497.1,4732484,61.45,61.45,52.2
4059,Salmonella enterica subsp. enterica serovar Manhattan (enterobacteria),NZ_CP022499.1,38945,NZ_CP022497.1,4732484,54.9,54.9,52.2
4060,Salinibacter ruber (CFB group bacteria),NZ_CP030358.1,11534,NZ_CP030357.1,3598883,61.86,61.86,66.16
4061,Salinibacter ruber (CFB group bacteria),NZ_CP030359.1,14894,NZ_CP030357.1,3598883,63.55,63.55,66.16
4062,Salinibacter ruber (CFB group bacteria),NZ_CP030360.1,76236,NZ_CP030357.1,3598883,56.25,56.25,66.16
4063,Staphylococcus aureus subsp. aureus (firmicutes),NZ_CP020021.1,27617,NZ_CP020020.1,2772993,30.66,30.66,32.88
4064,Nitrosospira multiformis ATCC 25196 (b-proteobacteria),NC_007615.1,18871,NC_007614.1,3184243,49.54,49.54,53.94
4065,Nitrosospira multiformis ATCC 25196 (b-proteobacteria),NC_007616.1,17036,NC_007614.1,3184243,49.97,49.97,53.94
4066,Nitrosospira multiformis ATCC 25196 (b-proteobacteria),NC_007617.1,14159,NC_007614.1,3184243,49.63,49.63,53.94
4067,Yersinia pestis Angola (enterobacteria),NC_010157.1,68190,NC_010159.1,4504254,44.64,44.64,47.6
4068,Yersinia pestis Angola (enterobacteria),NC_010158.1,114570,NC_010159.1,4504254,49.98,49.98,47.6
4069,Deinococcus geothermalis DSM 11300 (bacteria),NC_008010.2,574127,NC_008025.1,2467205,65.7,65.7,66.64
4070,Deinococcus geothermalis DSM 11300 (bacteria),NC_009939.1,205686,NC_008025.1,2467205,66.65,66.65,66.64
4071,Planococcus antarcticus DSM 14505 (firmicutes),NZ_CP016535.2,31009,NZ_CP016534.2,3765545,36.69,36.69,43.24
4072,Planococcus antarcticus DSM 14505 (firmicutes),NZ_CP016536.1,8070,NZ_CP016534.2,3765545,40.36,40.36,43.24
4073,Acinetobacter sp. WCHAc010005 (g-proteobacteria),NZ_CP032127.1,18155,NZ_CP032134.1,3600635,35.94,35.94,42.48
4074,Acinetobacter sp. WCHAc010005 (g-proteobacteria),NZ_CP032128.1,5433,NZ_CP032134.1,3600635,39.55,39.55,42.48
4075,Acinetobacter sp. WCHAc010005 (g-proteobacteria),NZ_CP032129.1,4353,NZ_CP032134.1,3600635,37.4,37.4,42.48
4076,Acinetobacter sp. WCHAc010005 (g-proteobacteria),NZ_CP032130.1,1398,NZ_CP032134.1,3600635,40.2,40.2,42.48
4077,Acinetobacter sp. WCHAc010005 (g-proteobacteria),NZ_CP032131.1,1243,NZ_CP032134.1,3600635,39.42,39.42,42.48
4078,Acinetobacter sp. WCHAc010005 (g-proteobacteria),NZ_CP032132.1,39357,NZ_CP032134.1,3600635,42.26,42.26,42.48
4079,Acinetobacter sp. WCHAc010005 (g-proteobacteria),NZ_CP032133.1,66715,NZ_CP032134.1,3600635,40.43,40.43,42.48
4080,Escherichia coli (E. coli),NZ_CP027455.1,73262,NZ_CP027454.1,5338915,51.69,51.69,50.65
4081,Escherichia coli (E. coli),NZ_CP027456.1,79682,NZ_CP027454.1,5338915,46.21,46.21,50.65
4082,Salmonella enterica subsp. enterica serovar Heidelberg str. CFSAN002064 (enterobacteria),NZ_CP005994.1,37692,NZ_CP005995.1,4783867,41.18,41.18,52.16
4083,Salmonella enterica subsp. enterica serovar Enteritidis (enterobacteria),NZ_CP018658.1,94039,NZ_CP018657.1,4934513,53.13,53.13,52.11
4084,Lactobacillus paracasei subsp. paracasei (firmicutes),NZ_CP016356.1,106416,NZ_CP016355.1,3063698,44.09,44.09,46.45
4085,Glutamicibacter halophytocola (high GC Gram+),NZ_CP012751.1,6626,NZ_CP012750.1,3911798,53.7,53.7,60.0
4086,Salmonella enterica subsp. enterica serovar Typhimurium (enterobacteria),NZ_CP019443.1,233802,NZ_CP019442.1,4974856,45.7,45.7,52.13
4087,Salmonella enterica subsp. enterica serovar Typhimurium (enterobacteria),NZ_CP019444.1,84565,NZ_CP019442.1,4974856,53.14,53.14,52.13
4088,Escherichia coli O111:H- str. 11128 (E. coli),NC_013365.1,204604,NC_013364.1,5371077,46.99,46.99,50.62
4089,Escherichia coli O111:H- str. 11128 (E. coli),NC_013370.1,97897,NC_013364.1,5371077,48.16,48.16,50.62
4090,Escherichia coli O111:H- str. 11128 (E. coli),NC_013366.1,77690,NC_013364.1,5371077,49.99,49.99,50.62
4091,Escherichia coli O111:H- str. 11128 (E. coli),NC_013367.1,8140,NC_013364.1,5371077,49.64,49.64,50.62
4092,Escherichia coli O111:H- str. 11128 (E. coli),NC_013368.1,6673,NC_013364.1,5371077,50.2,50.2,50.62
4093,Acinetobacter baumannii (g-proteobacteria),NZ_CP013925.1,52517,NZ_CP013924.1,4086879,36.42,36.42,39.11
4094,Escherichia coli VR50 (E. coli),NZ_CP011135.1,70533,NZ_CP011134.1,5000386,52.33,52.33,50.82
4095,Escherichia coli VR50 (E. coli),NZ_CP011136.1,97864,NZ_CP011134.1,5000386,49.53,49.53,50.82
4096,Escherichia coli VR50 (E. coli),NZ_CP011137.1,6989,NZ_CP011134.1,5000386,47.59,47.59,50.82
4097,Escherichia coli VR50 (E. coli),NZ_CP011138.1,5631,NZ_CP011134.1,5000386,47.33,47.33,50.82
4098,Escherichia coli VR50 (E. coli),NZ_CP011139.1,5164,NZ_CP011134.1,5000386,47.5,47.5,50.82
4099,Escherichia coli VR50 (E. coli),NZ_CP011140.1,4075,NZ_CP011134.1,5000386,50.16,50.16,50.82
4100,Escherichia coli VR50 (E. coli),NZ_CP011141.1,2089,NZ_CP011134.1,5000386,47.15,47.15,50.82
4101,Escherichia coli VR50 (E. coli),NZ_CP011142.1,1783,NZ_CP011134.1,5000386,56.87,56.87,50.82
4102,Escherichia coli VR50 (E. coli),NZ_CP011143.1,1552,NZ_CP011134.1,5000386,51.87,51.87,50.82
4103,Staphylococcus aureus (firmicutes),NZ_CP028191.1,4397,NZ_CP028190.1,2913744,31.59,31.59,32.94
4104,Klebsiella quasipneumoniae subsp. similipneumoniae (enterobacteria),NZ_CP029598.1,151998,NZ_CP029597.1,5285790,52.0,52.0,57.97
4105,Klebsiella quasipneumoniae subsp. similipneumoniae (enterobacteria),NZ_CP029599.1,77110,NZ_CP029597.1,5285790,52.99,52.99,57.97
4106,Bradyrhizobium diazoefficiens (a-proteobacteria),NZ_AP014659.1,212255,NZ_AP014685.1,9780023,61.09,61.09,63.7
4107,Bradyrhizobium diazoefficiens (a-proteobacteria),NZ_AP014686.1,210438,NZ_AP014685.1,9780023,61.57,61.57,63.7
4108,Bradyrhizobium diazoefficiens (a-proteobacteria),NZ_AP014687.1,136288,NZ_AP014685.1,9780023,61.13,61.13,63.7
4109,Bradyrhizobium diazoefficiens (a-proteobacteria),NZ_AP014688.1,136153,NZ_AP014685.1,9780023,61.66,61.66,63.7
4110,Bacillus megaterium WSH-002 (firmicutes),NC_017139.1,74613,NC_017138.1,4983975,36.0,36.0,38.24
4111,Bacillus megaterium WSH-002 (firmicutes),NC_017140.1,9699,NC_017138.1,4983975,32.22,32.22,38.24
4112,Bacillus megaterium WSH-002 (firmicutes),NC_017141.1,7006,NC_017138.1,4983975,33.21,33.21,38.24
4113,Erysipelothrix larvae (firmicutes),NZ_CP013214.1,16378,NZ_CP013213.1,2495108,36.78,36.78,37.43
4114,Methylobacterium extorquens AM1 (a-proteobacteria),NC_012987.1,141504,NC_012988.1,5943768,65.32,65.32,68.09
4115,Methylobacterium extorquens AM1 (a-proteobacteria),NC_012989.1,38579,NC_012988.1,5943768,63.74,63.74,68.09
4116,Listeria monocytogenes (firmicutes),NZ_CP025260.1,63182,NZ_CP025259.1,3030702,36.15,36.15,38.01
4117,Escherichia coli O26:H11 str. 11368 (E. coli),NC_013369.1,85167,NC_013361.1,5697240,47.48,47.48,50.68
4118,Escherichia coli O26:H11 str. 11368 (E. coli),NC_013362.1,63365,NC_013361.1,5697240,52.5,52.5,50.68
4119,Escherichia coli O26:H11 str. 11368 (E. coli),NC_013363.1,5686,NC_013361.1,5697240,46.22,46.22,50.68
4120,Escherichia coli O26:H11 str. 11368 (E. coli),NC_014543.1,4073,NC_013361.1,5697240,44.12,44.12,50.68
4121,Acinetobacter baumannii (g-proteobacteria),NZ_CP026712.1,72990,NZ_CP026711.1,4028761,33.63,33.63,39.0
4122,Lactococcus lactis subsp. lactis KLDS 4.0325 (firmicutes),NC_022587.1,4094,NC_022593.1,2589250,30.02,30.02,35.36
4123,Lactococcus lactis subsp. lactis KLDS 4.0325 (firmicutes),NZ_CP007042.1,870,NC_022593.1,2589250,32.64,32.64,35.36
4124,Lactococcus lactis subsp. lactis KLDS 4.0325 (firmicutes),NZ_CP007043.1,1278,NC_022593.1,2589250,32.63,32.63,35.36
4125,Lactococcus lactis subsp. lactis KLDS 4.0325 (firmicutes),NZ_CP029291.1,9000,NC_022593.1,2589250,31.02,31.02,35.36
4126,Lactococcus lactis subsp. lactis KLDS 4.0325 (firmicutes),NZ_CP029292.1,47268,NC_022593.1,2589250,34.43,34.43,35.36
4127,Lactococcus lactis subsp. lactis KLDS 4.0325 (firmicutes),NZ_CP029293.1,109112,NC_022593.1,2589250,35.38,35.38,35.36
4128,Escherichia coli (E. coli),NZ_CP027389.1,68062,NZ_CP027388.1,5440026,49.18,49.18,50.7
4129,Escherichia coli (E. coli),NZ_CP013191.1,106519,NZ_CP013190.1,4830073,48.25,48.25,50.72
4130,Escherichia coli (E. coli),NZ_CP013192.1,57478,NZ_CP013190.1,4830073,47.5,47.5,50.72
4131,Escherichia coli (E. coli),NZ_CP013193.1,66990,NZ_CP013190.1,4830073,47.92,47.92,50.72
4132,Escherichia coli (E. coli),NZ_CP013194.1,39792,NZ_CP013190.1,4830073,46.22,46.22,50.72
4133,Campylobacter hominis ATCC BAA-381 (e-proteobacteria),NC_009713.1,3678,NC_009714.1,1711273,34.15,34.15,31.73
4134,Klebsiella pneumoniae (enterobacteria),NZ_CP021856.1,146168,NZ_CP021859.1,5322544,53.02,53.02,57.47
4135,Klebsiella pneumoniae (enterobacteria),NZ_CP021857.1,106331,NZ_CP021859.1,5322544,54.12,54.12,57.47
4136,Klebsiella pneumoniae (enterobacteria),NZ_CP021858.1,47277,NZ_CP021859.1,5322544,53.74,53.74,57.47
4137,Klebsiella pneumoniae (enterobacteria),NZ_CP021860.1,24749,NZ_CP021859.1,5322544,56.59,56.59,57.47
4138,Klebsiella pneumoniae (enterobacteria),NZ_CP021861.1,79489,NZ_CP021859.1,5322544,45.62,45.62,57.47
4139,Yersinia frederiksenii Y225 (enterobacteria),NZ_CP009363.1,55362,NZ_CP009364.1,4495532,37.72,37.72,47.4
4140,Chlamydia trachomatis (chlamydias),NZ_CP015295.1,7502,NZ_CP015294.1,1043019,36.24,36.24,41.31
4141,Klebsiella oxytoca (enterobacteria),NZ_CP026281.1,198115,NZ_CP026285.1,6190364,52.35,52.35,55.77
4142,Klebsiella oxytoca (enterobacteria),NZ_CP026278.1,48636,NZ_CP026285.1,6190364,52.73,52.73,55.77
4143,Klebsiella oxytoca (enterobacteria),NZ_CP026284.1,132994,NZ_CP026285.1,6190364,51.81,51.81,55.77
4144,Klebsiella oxytoca (enterobacteria),NZ_CP026279.1,62185,NZ_CP026285.1,6190364,50.58,50.58,55.77
4145,Klebsiella oxytoca (enterobacteria),NZ_CP026282.1,262864,NZ_CP026285.1,6190364,51.09,51.09,55.77
4146,Klebsiella oxytoca (enterobacteria),NZ_CP026283.1,125961,NZ_CP026285.1,6190364,51.61,51.61,55.77
4147,Klebsiella oxytoca (enterobacteria),NZ_CP026280.1,152041,NZ_CP026285.1,6190364,51.79,51.79,55.77
4148,Xanthomonas citri pv. phaseoli var. fuscans (g-proteobacteria),NZ_CP021017.1,71904,NZ_CP021015.1,5107678,61.04,61.04,64.66
4149,Xanthomonas citri pv. phaseoli var. fuscans (g-proteobacteria),NZ_CP021016.1,130315,NZ_CP021015.1,5107678,63.93,63.93,64.66
4150,Isosphaera pallida ATCC 43644 (planctomycetes),NC_014957.1,56340,NC_014962.1,5472964,67.0,67.0,62.44
4151,Providencia sp. WCHPr000369 (enterobacteria),NZ_CP031118.1,32787,NZ_CP031123.1,4573118,33.81,33.81,40.86
4152,Providencia sp. WCHPr000369 (enterobacteria),NZ_CP031119.1,7592,NZ_CP031123.1,4573118,59.09,59.09,40.86
4153,Providencia sp. WCHPr000369 (enterobacteria),NZ_CP031120.1,2642,NZ_CP031123.1,4573118,37.81,37.81,40.86
4154,Providencia sp. WCHPr000369 (enterobacteria),NZ_CP031121.1,18784,NZ_CP031123.1,4573118,56.47,56.47,40.86
4155,Providencia sp. WCHPr000369 (enterobacteria),NZ_CP031122.1,164992,NZ_CP031123.1,4573118,52.51,52.51,40.86
4156,Lactobacillus plantarum (firmicutes),NZ_CP023175.1,61448,NZ_CP023174.1,3407160,37.81,37.81,44.45
4157,Lactobacillus plantarum (firmicutes),NZ_CP023176.1,58689,NZ_CP023174.1,3407160,42.45,42.45,44.45
4158,Lactobacillus plantarum (firmicutes),NZ_CP023177.1,41234,NZ_CP023174.1,3407160,37.19,37.19,44.45
4159,Lactobacillus plantarum (firmicutes),NZ_CP023178.1,13055,NZ_CP023174.1,3407160,39.22,39.22,44.45
4160,Salmonella enterica (enterobacteria),NZ_CP030182.1,224430,NZ_CP030181.1,4772343,46.42,46.42,52.18
4161,Salmonella enterica (enterobacteria),NZ_CP030183.1,94179,NZ_CP030181.1,4772343,47.66,47.66,52.18
4162,Salmonella enterica (enterobacteria),NZ_CP030184.1,2318,NZ_CP030181.1,4772343,48.02,48.02,52.18
4163,Bacillus velezensis (firmicutes),NZ_CP022557.1,17243,NZ_CP022556.1,3847297,39.52,39.52,46.78
4164,Bacillus velezensis (firmicutes),NZ_CP022558.1,8020,NZ_CP022556.1,3847297,39.98,39.98,46.78
4165,Sporosarcina sp. P37 (firmicutes),NZ_CP018869.1,64478,NZ_CP015349.1,3271521,40.06,40.06,44.66
4166,Mycobacterium ulcerans Agy99 (high GC Gram+),NC_005916.1,174155,NC_008611.1,5631606,62.77,62.77,65.47
4167,Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1736 (enterobacteria),NZ_CP014658.1,160227,NZ_CP014657.1,4704371,52.48,52.48,52.22
4168,Lactobacillus sp. wkB8 (firmicutes),NZ_CP009532.1,6396,NZ_CP009531.1,1926135,38.99,38.99,36.7
4169,Campylobacter jejuni subsp. jejuni (e-proteobacteria),NZ_CP010073.1,48872,NZ_CP010072.1,1742364,29.01,29.01,30.49
