,AccID,Organism,Length,GC-content
6499,NZ_CP013844.1,"Clostridium botulinum strain A634 plasmid pRSJ19_2, complete sequence",215420,25.12
6500,NZ_CP013846.1,"Clostridium botulinum strain A634 plasmid pRSJ19_1, complete sequence",17430,26.15
6501,NZ_CP013848.1,"Clostridium botulinum strain Af650 plasmid pRSJ14_1, complete sequence",42784,27.97
6502,NZ_CP013851.1,"Clostridium botulinum strain B305 plasmid pRSJ6_1, complete sequence",10109,26.53
6503,NZ_CP013852.1,"Clostridium botulinum strain B305 plasmid pRSJ6_2, complete sequence",23278,25.3
6504,NZ_CP013855.1,"Pseudonocardia sp. HH130630-07 plasmid pLS2-1, complete sequence",375718,72.08
6505,NZ_CP013856.1,"Pseudonocardia sp. HH130630-07 plasmid pLS2-2, complete sequence",118685,70.72
6506,NZ_CP013858.1,"Clostridium botulinum strain CDC_69096 plasmid pNPD8_1, complete sequence",12219,24.36
6507,NZ_CP013912.1,"Staphylococcus haemolyticus strain S167 plasmid pSH108, complete sequence",10808,28.77
6508,NZ_CP013914.1,"Serratia fonticola strain GS2 plasmid pSF001, complete sequence",131551,50.07
6509,NZ_CP013915.1,"Serratia fonticola strain GS2 plasmid pSF002, complete sequence",93737,53.38
6510,NZ_CP013917.1,"Sphingomonas sp. LK11 plasmid unnamed2, complete sequence",122975,62.97
6511,NZ_CP013918.1,"Sphingomonas sp. LK11 plasmid unnamed1, complete sequence",34160,65.05
6512,NZ_CP013925.1,"Acinetobacter baumannii strain KBN10P02143 plasmid pKBN10P02143, complete sequence",52517,36.42
6513,NZ_CP013927.1,"Alteromonas stellipolaris strain LMG 21861 plasmid pASTE61-200, complete sequence",252173,41.43
6514,NZ_CP013929.1,"Alteromonas mediterranea strain UM8 plasmid pAMEDUM8_300, complete sequence",287708,41.44
6515,NZ_CP013935.1,"Weissella cibaria strain CMS3 plasmid, complete sequence",20585,38.34
6516,NZ_CP013937.1,"Weissella cibaria strain CMU plasmid unnamed1, complete sequence",18967,38.4
6517,NZ_CP013938.1,"Weissella cibaria strain CMU plasmid unnamed2, complete sequence",3467,50.85
6518,NZ_CP013941.1,"Cronobacter malonaticus LMG 23826 plasmid pCMA1, complete sequence",126500,57.29
6519,NZ_CP013942.1,"Cronobacter malonaticus LMG 23826 plasmid pCMA2, complete sequence",52622,50.25
6520,NZ_CP013945.1,"Piscirickettsia salmonis strain PSCGR01 plasmid pPSCRG01-4, complete sequence",57427,37.27
6521,NZ_CP013946.1,"Piscirickettsia salmonis strain PSCGR01 plasmid pPsCRG01-1, complete sequence",179831,38.88
6522,NZ_CP013947.1,"Piscirickettsia salmonis strain PSCGR01 plasmid pPsCRG01-2, complete sequence",33556,40.6
6523,NZ_CP013948.1,"Piscirickettsia salmonis strain PSCGR01 plasmid pPsCRG01-3, complete sequence",51569,39.05
6524,NZ_CP013954.1,"Staphylococcus aureus strain NCCP14558 plasmid pNCCP14558, complete sequence",24729,28.67
6525,NZ_CP013956.1,"Staphylococcus aureus strain NCCP14562 plasmid pNCCP14562, complete sequence",24657,28.69
6526,NZ_CP013958.1,"Staphylococcus aureus strain V521 plasmid pV521, complete sequence",28723,33.08
6527,NZ_CP013966.1,"Aeromonas hydrophila strain D4 plasmid pAhD4-1, complete sequence",156086,50.12
6528,NZ_CP013967.1,"Aeromonas hydrophila strain D4 plasmid pAhD4-2, complete sequence",6318,56.25
6529,NZ_CP013968.1,"Aeromonas hydrophila strain D4 plasmid pAhD4-3, complete sequence",6163,54.28
6530,NZ_CP013969.1,"Aeromonas hydrophila strain D4 plasmid pAhD4-4, complete sequence",6045,51.5
6531,NZ_CP013976.1,"Piscirickettsia salmonis strain CGR02 plasmid pPSCRG02-1, complete sequence",115926,39.0
6532,NZ_CP013977.1,"Piscirickettsia salmonis strain CGR02 plasmid pPSCRG02-2, complete sequence",33498,40.61
6533,NZ_CP013978.1,"Piscirickettsia salmonis strain CGR02 plasmid pPSCRG02-4, complete sequence",68882,37.34
6534,NZ_CP013981.1,"Staphylococcus equorum strain KM1031 plasmid unnamed1, complete sequence",45912,30.5
6535,NZ_CP013982.1,"Staphylococcus equorum strain KM1031 plasmid unnamed2, complete sequence",50255,31.02
6536,NZ_CP013983.1,"Staphylococcus equorum strain KM1031 plasmid unnamed3, complete sequence",2638,30.89
6537,NZ_CP013986.1,"Klebsiella variicola strain LMG 23571 plasmid, complete sequence",163254,49.82
6538,NZ_CP013995.1,"Enterococcus faecium strain 6E6 plasmid unnamed1, complete sequence",381524,35.61
6539,NZ_CP013996.1,"Enterococcus faecium strain 6E6 plasmid unnamed2, complete sequence",49420,35.32
6540,NZ_CP013999.1,"Synechococcus sp. PCC 73109 plasmid unnamed1, complete sequence",8308,50.34
6541,NZ_CP014000.1,"Synechococcus sp. PCC 73109 plasmid unnamed2, complete sequence",15918,46.46
6542,NZ_CP014001.1,"Synechococcus sp. PCC 73109 plasmid unnamed3, complete sequence",38214,45.04
6543,NZ_CP014002.1,"Synechococcus sp. PCC 73109 plasmid unnamed4, complete sequence",47076,45.34
6544,NZ_CP014003.1,"Synechococcus sp. PCC 73109 plasmid unnamed5, complete sequence",163688,46.92
6545,NZ_CP014005.1,"Klebsiella pneumoniae subsp. pneumoniae strain NUHL24835 plasmid unnamed1, complete sequence",101030,51.71
6546,NZ_CP014006.1,"Klebsiella pneumoniae subsp. pneumoniae strain NUHL24835 plasmid unnamed2, complete sequence",46161,46.65
6547,NZ_CP014009.1,"Klebsiella pneumoniae subsp. pneumoniae strain RJF293 plasmid pRJF293, complete sequence",224263,50.12
6548,NZ_CP014011.1,"Klebsiella pneumoniae subsp. pneumoniae strain RJF999 plasmid pRJF999, complete sequence",228907,50.1
6549,NZ_CP014050.2,"Salmonella enterica strain LT2 plasmid unnamed, complete sequence",93933,53.13
6550,NZ_CP014052.1,"Vibrio alginolyticus strain ATCC 33868 plasmid unnamed1, complete sequence",217123,43.36
6551,NZ_CP014058.2,"Staphylococcus saprophyticus strain FDAARGOS_137 plasmid, complete sequence",27920,29.63
6552,NZ_CP014059.2,"Achromobacter xylosoxidans strain FDAARGOS_147 plasmid, complete sequence",21970,65.08
6553,NZ_CP014061.1,"Pseudomonas monteilii strain FDAARGOS_171 chromosome unnamed, complete genome",60588,59.69
6554,NZ_CP014062.1,"Pseudomonas monteilii strain FDAARGOS_171 plasmid unnamed, complete sequence",5836684,61.86
6555,NZ_CP014063.1,"Staphylococcus aureus strain FDAARGOS_159 plasmid unnamed, complete sequence",37980,28.04
6556,NZ_CP014066.1,"Achromobacter xylosoxidans strain FDAARGOS_162 plasmid unnamed, complete sequence",18415,64.19
6557,NZ_CP014068.2,"Enterococcus gallinarum strain FDAARGOS_163 plasmid unnamed, complete sequence",88126,39.04
6558,NZ_CP014069.2,Citrobacter amalonaticus strain FDAARGOS_165 plasmid unnamed,53359,46.72
6559,NZ_CP014072.1,Klebsiella quasipneumoniae strain ATCC 700603 plasmid unnamed1,76312,53.05
6560,NZ_CP014073.1,"Klebsiella quasipneumoniae strain ATCC 700603 plasmid unnamed2, complete sequence",151998,52.0
6561,NZ_CP014093.1,"Vibrio diabolicus strain FDAARGOS_96 plasmid unnamed, complete sequence",125123,43.96
6562,NZ_CP014103.1,"Staphylococcus hominis strain FDAARGOS_136 plasmid unnamed1, complete sequence",22512,29.74
6563,NZ_CP014104.1,"Staphylococcus hominis strain FDAARGOS_136 plasmid unnamed2, complete sequence",14511,30.21
6564,NZ_CP014109.1,Escherichia coli strain FDAARGOS_144 plasmid unnamed3,7518,47.07
6565,NZ_CP014110.1,"Escherichia coli strain FDAARGOS_144 plasmid unnamed1, complete sequence",115764,51.08
6566,NZ_CP014112.1,"Escherichia coli strain FDAARGOS_144 plasmid unnamed2, complete sequence",69183,50.95
6567,NZ_CP014114.1,"Staphylococcus saprophyticus strain FDAARGOS_168 plasmid unnamed1, complete sequence",36907,29.9
6568,NZ_CP014115.1,"Staphylococcus saprophyticus strain FDAARGOS_168 plasmid unnamed2, complete sequence",29612,29.41
6569,NZ_CP014116.1,Staphylococcus epidermidis strain FDAARGOS_153 plasmid unnamed4,9324,27.73
6570,NZ_CP014117.1,"Staphylococcus epidermidis strain FDAARGOS_153 plasmid unnamed3, complete sequence",9923,27.66
6571,NZ_CP014118.1,"Staphylococcus epidermidis strain FDAARGOS_153 plasmid unnamed1, complete sequence",25054,27.57
6572,NZ_CP014120.1,"Staphylococcus epidermidis strain FDAARGOS_153 plasmid unnamed2, complete sequence",9925,27.68
6573,NZ_CP014121.1,"Klebsiella pneumoniae strain FDAARGOS_156 plasmid unnamed1, complete sequence",200203,52.53
6574,NZ_CP014122.1,"Klebsiella pneumoniae strain FDAARGOS_156 plasmid unnamed4, complete sequence",25882,55.36
6575,NZ_CP014124.1,Klebsiella pneumoniae strain FDAARGOS_156 plasmid unnamed2,38302,51.04
6576,NZ_CP014125.1,Klebsiella pneumoniae strain FDAARGOS_156 plasmid unnamed3,21714,53.3
6577,NZ_CP014126.2,"Pantoea vagans strain FDAARGOS_160 plasmid unnamed1, complete sequence",90511,52.46
6578,NZ_CP014127.2,"Pantoea vagans strain FDAARGOS_160 plasmid unnamed2, complete sequence",470309,54.09
6579,NZ_CP014128.2,"Pantoea vagans strain FDAARGOS_160 plasmid unnamed3, complete sequence",197914,52.3
6580,NZ_CP014130.1,"Staphylococcus epidermidis strain FDAARGOS_161 plasmid unnamed1, complete sequence",21267,30.13
6581,NZ_CP014131.1,"Staphylococcus epidermidis strain FDAARGOS_161 plasmid unnamed2, complete sequence",9026,30.79
6582,NZ_CP014142.1,"Thermus parvatiensis strain RL plasmid pTP143, complete sequence",143277,68.41
6583,NZ_CP014146.1,"Clostridium botulinum strain CDC_67190 plasmid pNPD12_1, complete sequence",5926,25.62
6584,NZ_CP014147.1,"Clostridium botulinum strain CDC_67190 plasmid pNPD12_2, complete sequence",59360,28.78
6585,NZ_CP014149.1,"Paeniclostridium sordellii strain AM370 plasmid pRSJ16_1, complete sequence",34354,26.49
6586,NZ_CP014152.1,"Clostridium botulinum strain BrDura plasmid pRSJ20_1, complete sequence",241076,25.56
6587,NZ_CP014169.1,"Sphingomonas panacis strain DCY99 plasmid, complete sequence",319133,62.71
6588,NZ_CP014171.1,"Clostridium tyrobutyricum strain KCTC 5387 plasmid pCTK01, complete sequence",62831,27.6
6589,NZ_CP014172.1,"Clostridium botulinum strain B609 plasmid pRSJ22_1, complete sequence",23294,25.29
6590,NZ_CP014173.1,"Clostridium botulinum strain B609 plasmid pRSJ22_2, complete sequence",56844,28.96
6591,NZ_CP014175.1,"Clostridium argentinense strain 89G plasmid pRSJ17_1, complete sequence",140070,26.72
6592,NZ_CP014177.1,"Bacillus anthracis strain Stendal plasmid pXO1, complete sequence",181677,32.53
6593,NZ_CP014178.1,"Bacillus anthracis strain Stendal plasmid pXO2, complete sequence",94830,33.04
6594,NZ_CP014202.1,"Lactobacillus rhamnosus strain BFE5264 plasmid, complete sequence",46603,44.04
6595,NZ_CP014203.1,"Clostridium baratii strain CDC51267 plasmid pNPD11_1, complete sequence",120667,25.26
6596,NZ_CP014208.1,"Pantoea ananatis strain R100 plasmid, complete sequence",331058,52.18
6597,NZ_CP014216.1,"Acinetobacter baumannii strain YU-R612 plasmid unnamed1, complete sequence",74241,33.52
6598,NZ_CP014217.1,"Acinetobacter baumannii strain YU-R612 plasmid unnamed2, complete sequence",5465,35.04
6599,NZ_CP014218.1,"Clostridium botulinum strain B515 plasmid pRSJ21_3, complete sequence",57585,29.21
6600,NZ_CP014220.1,"Clostridium botulinum strain B515 plasmid pRSJ21_1, complete sequence",10089,26.49
6601,NZ_CP014221.1,"Clostridium botulinum strain B515 plasmid pRSJ21_2, complete sequence",23294,25.28
6602,NZ_CP014235.1,"Moraxella osloensis strain CCUG 350 plasmid unnamed4, complete sequence",81455,41.0
6603,NZ_CP014236.1,"Moraxella osloensis strain CCUG 350 plasmid unnamed3, complete sequence",57463,39.88
6604,NZ_CP014237.1,"Moraxella osloensis strain CCUG 350 plasmid unnamed2, complete sequence",35189,38.87
6605,NZ_CP014238.1,"Moraxella osloensis strain CCUG 350 plasmid unnamed1, complete sequence",40342,39.07
6606,NZ_CP014240.1,"Selenomonas sp. oral taxon 136 plasmid unnamed1, complete sequence",15626,47.5
6607,NZ_CP014251.1,"Listeria monocytogenes strain CFSAN010068 plasmid pCFSAN010068_01, complete sequence",55521,36.7
6608,NZ_CP014253.1,"Listeria monocytogenes strain CFSAN023459 plasmid CFSAN023459_01, complete sequence",12949,36.36
6609,NZ_CP014254.1,"Listeria monocytogenes strain CFSAN023459 plasmid CFSAN023459_02, complete sequence",52687,35.05
6610,NZ_CP014271.1,"Escherichia coli K-12 strain DHB4 plasmid F128-(DHB4), complete sequence",232954,50.42
6611,NZ_CP014273.1,"Escherichia coli K-12 strain C3026 plasmid F128-(C3026), complete sequence",213924,49.81
6612,NZ_CP014276.1,"Martelella sp. AD-3 plasmid unnamed1, complete sequence",314776,62.31
6613,NZ_CP014277.1,"Martelella sp. AD-3 plasmid unnamed2, complete sequence",166530,59.02
6614,NZ_CP014283.1,"Bacillus thuringiensis strain Bt185 plasmid pBT1850636, complete sequence",635508,32.06
6615,NZ_CP014284.1,"Bacillus thuringiensis strain Bt185 plasmid pBT1850294, complete sequence",293705,32.69
6616,NZ_CP014285.1,"Bacillus thuringiensis strain Bt185 plasmid pBT1850055, complete sequence",55372,35.57
6617,NZ_CP014286.1,"Bacillus thuringiensis strain Bt185 plasmid pBT1850054, complete sequence",54205,34.73
6618,NZ_CP014287.1,"Bacillus thuringiensis strain Bt185 plasmid pBT1850042, complete sequence",41937,35.3
6619,NZ_CP014288.1,"Bacillus thuringiensis strain Bt185 plasmid pBT1850012, complete sequence",12487,31.99
6620,NZ_CP014289.1,"Bacillus thuringiensis strain Bt185 plasmid pBT1850046, complete sequence",46165,31.16
6621,NZ_CP014290.1,"Bacillus thuringiensis strain Bt185 plasmid pBT1850007, complete sequence",7486,33.44
6622,NZ_CP014302.1,"Bosea sp. PAMC 26642 plasmid, complete sequence",7199,66.38
6623,NZ_CP014303.1,"Hymenobacter sp. PAMC26628 plasmid, complete sequence",89596,59.22
6624,NZ_CP014305.2,"Klebsiella pneumoniae strain KpN06 plasmid pKpN06-COL, complete sequence",3223,56.28
6625,NZ_CP014308.1,"Burkholderia sp. PAMC 26561 plasmid unnamed1, complete sequence",793818,56.16
6626,NZ_CP014309.1,"Burkholderia sp. PAMC 26561 plasmid unnamed2, complete sequence",793876,56.16
6627,NZ_CP014310.1,"Burkholderia sp. PAMC 26561 plasmid unnamed3, complete sequence",601076,57.29
6628,NZ_CP014311.1,"Burkholderia sp. PAMC 26561 plasmid unnamed4, complete sequence",184640,56.16
6629,NZ_CP014312.1,"Burkholderia sp. PAMC 26561 plasmid unnamed5, complete sequence",49551,56.08
6630,NZ_CP014317.1,"Escherichia coli JJ1887 plasmid pJJ1887-1, complete sequence",1552,51.87
6631,NZ_CP014318.1,"Escherichia coli JJ1887 plasmid pJJ1887-2, complete sequence",5167,47.53
6632,NZ_CP014319.1,"Escherichia coli JJ1887 plasmid pJJ1887-3, complete sequence",5631,47.38
6633,NZ_CP014320.1,"Escherichia coli JJ1887 plasmid pJJ1887-5, complete sequence",130603,50.82
6634,NZ_CP014321.1,"Escherichia coli JJ1887 plasmid pJJ1887-4, complete sequence",107507,52.02
6635,NZ_CP014325.1,"Borrelia anserina Es plasmid lpA89, complete sequence",89872,28.85
6636,NZ_CP014328.1,"Halocynthiibacter arcticus strain PAMC 20958 plasmid, complete sequence",46566,48.72
6637,NZ_CP014329.1,"Corynebacterium glutamicum strain USDA-ARS-USMARC-56828 plasmid p48A, complete sequence",48334,53.59
6638,NZ_CP014330.2,"Xylella fastidiosa strain FB7 plasmid, complete sequence",39408,49.95
6639,NZ_CP014333.1,"Weissella jogaejeotgali strain FOL01 plasmid pFOL01, complete sequence",35382,39.12
6640,NZ_CP014336.1,"Geobacillus thermoleovorans strain KCTC 3570 plasmid pLDW-1, complete sequence",48708,44.41
6641,NZ_CP014345.1,"Campylobacter jejuni strain RM3194 plasmid, complete sequence",81079,25.99
6642,NZ_CP014350.1,"Borrelia hermsii HS1 isolate Browne Mountain plasmid megaplasmid, complete sequence",182863,31.1
6643,NZ_CP014351.1,"Borrelia hermsii HS1 isolate Browne Mountain plasmid cp28, complete sequence",27881,29.96
6644,NZ_CP014353.1,"Acidipropionibacterium acidipropionici strain ATCC 55737 plasmid unnamed, complete sequence",2365,67.78
6645,NZ_CP014355.1,"Coxiella burnetii strain 3345937 plasmid, complete sequence",37397,39.31
6646,NZ_CP014357.1,"Salmonella enterica subsp. enterica serovar Typhimurium strain SO2 plasmid pSO2_STV, complete sequence",93837,53.11
6647,NZ_CP014359.1,"Salmonella enterica subsp. enterica serovar Typhimurium strain YU15 plasmid pYU15_94, complete sequence",94075,53.13
6648,NZ_CP014361.1,"Methylomonas sp. DH-1 plasmid, complete sequence",277875,51.66
6649,NZ_CP014363.1,"Staphylococcus aureus strain USA300-SUR1 plasmid pUSA01-1-SUR1, complete sequence",3125,28.74
6650,NZ_CP014364.1,"Staphylococcus aureus strain USA300-SUR1 plasmid pUSA04-1-SUR1, complete sequence",27068,30.53
6651,NZ_CP014366.1,"Staphylococcus aureus strain USA300-SUR2 plasmid pUSA01-1-SUR2, complete sequence",3125,28.74
6652,NZ_CP014367.1,"Staphylococcus aureus strain USA300-SUR2 plasmid pUSA04-1-SUR2, complete sequence",27068,30.52
6653,NZ_CP014369.1,"Staphylococcus aureus strain USA300-SUR3 plasmid pUSA01-1-SUR3, complete sequence",3125,28.74
6654,NZ_CP014370.1,"Staphylococcus aureus strain USA300-SUR3 plasmid pUSA04-1-SUR3, complete sequence",27068,30.53
6655,NZ_CP014372.1,"Staphylococcus aureus strain USA300-SUR4 plasmid pUSA01-1-SUR4, complete sequence",3125,28.74
6656,NZ_CP014373.1,"Staphylococcus aureus strain USA300-SUR4 plasmid pUSA04-2-SUR4, complete sequence",25980,30.68
6657,NZ_CP014374.1,"Staphylococcus aureus strain USA300-SUR4 plasmid pUSA05-1-SUR4, complete sequence",2473,30.81
6658,NZ_CP014375.1,"Staphylococcus aureus strain USA300-SUR4 plasmid pUSA06-1-SUR4, complete sequence",4397,31.61
6659,NZ_CP014377.1,"Staphylococcus aureus strain USA300-SUR5 plasmid pUSA01-1-SUR5, complete sequence",3125,28.74
6660,NZ_CP014378.1,"Staphylococcus aureus strain USA300-SUR5 plasmid pUSA04-2-SUR5, complete sequence",25980,30.68
6661,NZ_CP014379.1,"Staphylococcus aureus strain USA300-SUR5 plasmid pUSA05-1-SUR5, complete sequence",2473,30.81
6662,NZ_CP014380.1,"Staphylococcus aureus strain USA300-SUR5 plasmid pUSA06-1-SUR5, complete sequence",4397,31.61
6663,NZ_CP014382.1,Staphylococcus aureus strain USA300-SUR6 plasmid pUSA01-1-SUR6,3125,28.74
6664,NZ_CP014383.1,Staphylococcus aureus strain USA300-SUR6 plasmid pUSA04-1-SUR6,27068,30.53
6665,NZ_CP014385.1,"Staphylococcus aureus strain USA300-SUR7 plasmid pUSA01-1-SUR7, complete sequence",3125,28.77
6666,NZ_CP014386.1,"Staphylococcus aureus strain USA300-SUR7 plasmid pUSA04-3-SUR7, complete sequence",26135,30.32
6667,NZ_CP014388.1,Staphylococcus aureus strain USA300-SUR8 plasmid pUSA01-1-SUR8,3125,28.74
6668,NZ_CP014389.1,Staphylococcus aureus strain USA300-SUR8 plasmid pUSA04-2-SUR8,25980,30.68
6669,NZ_CP014390.1,Staphylococcus aureus strain USA300-SUR8 plasmid pUSA05-1-SUR8,2473,30.81
6670,NZ_CP014391.1,Staphylococcus aureus strain USA300-SUR8 plasmid pUSA06-1-SUR8,4397,31.61
6671,NZ_CP014393.1,"Staphylococcus aureus strain USA300-SUR9 plasmid pUSA01-1-SUR9, complete sequence",3125,28.74
6672,NZ_CP014394.1,"Staphylococcus aureus strain USA300-SUR9 plasmid pUSA04-2-SUR9, complete sequence",25980,30.68
6673,NZ_CP014395.1,"Staphylococcus aureus strain USA300-SUR9 plasmid pUSA05-1-SUR9, complete sequence",2473,30.81
6674,NZ_CP014396.1,"Staphylococcus aureus strain USA300-SUR9 plasmid pUSA06-1-SUR9, complete sequence",4397,31.61
6675,NZ_CP014398.1,"Staphylococcus aureus strain USA300-SUR10 plasmid pUSA01-1-SUR10, complete sequence",3125,28.74
6676,NZ_CP014399.1,"Staphylococcus aureus strain USA300-SUR10 plasmid pUSA04-2-SUR10, complete sequence",25980,30.68
6677,NZ_CP014400.1,"Staphylococcus aureus strain USA300-SUR10 plasmid pUSA05-1-SUR10, complete sequence",2473,30.81
6678,NZ_CP014401.1,"Staphylococcus aureus strain USA300-SUR10 plasmid pUSA06-1-SUR10, complete sequence",4397,31.61
6679,NZ_CP014403.1,"Staphylococcus aureus strain USA300-SUR11 plasmid pUSA01-1-SUR11, complete sequence",3125,28.74
6680,NZ_CP014404.1,"Staphylococcus aureus strain USA300-SUR11 plasmid pUSA04-2-SUR11, complete sequence",25980,30.68
6681,NZ_CP014405.1,"Staphylococcus aureus strain USA300-SUR11 plasmid pUSA05-1-SUR11, complete sequence",2473,30.81
6682,NZ_CP014406.1,"Staphylococcus aureus strain USA300-SUR11 plasmid pUSA06-1-SUR11, complete sequence",4397,31.61
